Expiry,Strike,Last Price,Bid,Ask,Volume,Open Interest,Time_to_Maturity,Option_Price
2025-03-21,330.0,0.8,0.18,0.55,,4,0.7611225188227242,0.8
2025-03-21,340.0,0.92,0.14,0.49,,6,0.7611225188227242,0.92
2025-06-20,25.0,152.48,150.5,155.0,3.0,36,1.0102669404517455,152.48
2025-06-20,30.0,124.23,134.0,138.5,1.0,2,1.0102669404517455,124.23
2025-06-20,35.0,72.77,70.0,75.0,1.0,11,1.0102669404517455,72.77
2025-06-20,40.0,131.51,136.0,140.5,1.0,9,1.0102669404517455,131.51
2025-06-20,45.0,100.06,92.65,97.45,5.0,29,1.0102669404517455,100.06
2025-06-20,50.0,122.9,126.5,131.0,2.0,108,1.0102669404517455,122.9
2025-06-20,55.0,98.03,100.0,105.0,1.0,91,1.0102669404517455,98.03
2025-06-20,60.0,83.17,92.1,96.95,1.0,47,1.0102669404517455,83.17
2025-06-20,65.0,96.1,112.2,116.95,2.0,34,1.0102669404517455,96.1
2025-06-20,70.0,109.3,108.0,112.45,2.0,135,1.0102669404517455,109.3
2025-06-20,75.0,106.0,103.8,107.4,4.0,101,1.0102669404517455,106.0
2025-06-20,80.0,100.05,98.55,102.9,1.0,157,1.0102669404517455,100.05
2025-06-20,85.0,85.6,93.0,98.0,10.0,167,1.0102669404517455,85.6
2025-06-20,90.0,91.04,89.2,93.35,6.0,1423,1.0102669404517455,91.04
2025-06-20,95.0,87.75,84.8,88.5,7.0,1742,1.0102669404517455,87.75
2025-06-20,100.0,80.64,80.65,84.45,3.0,849,1.0102669404517455,80.64
2025-06-20,105.0,76.88,75.6,79.95,1.0,355,1.0102669404517455,76.88
2025-06-20,110.0,71.62,71.05,75.3,1.0,623,1.0102669404517455,71.62
2025-06-20,115.0,68.4,67.95,69.95,2.0,591,1.0102669404517455,68.4
2025-06-20,120.0,64.35,62.75,66.25,1.0,761,1.0102669404517455,64.35
2025-06-20,125.0,63.0,58.2,61.7,2.0,1062,1.0102669404517455,63.0
2025-06-20,130.0,55.8,54.5,57.5,2.0,1173,1.0102669404517455,55.8
2025-06-20,135.0,51.53,50.5,54.5,2.0,890,1.0102669404517455,51.53
2025-06-20,140.0,48.0,47.7,49.1,10.0,2596,1.0102669404517455,48.0
2025-06-20,145.0,44.25,43.85,44.95,11.0,1746,1.0102669404517455,44.25
2025-06-20,150.0,40.77,39.65,41.1,7.0,917,1.0102669404517455,40.77
2025-06-20,155.0,36.7,36.6,38.9,2.0,1448,1.0102669404517455,36.7
2025-06-20,160.0,34.0,32.4,34.25,4.0,7149,1.0102669404517455,34.0
2025-06-20,165.0,30.4,30.3,31.25,4.0,3231,1.0102669404517455,30.4
2025-06-20,170.0,27.8,27.9,29.05,184.0,18413,1.0102669404517455,27.8
2025-06-20,175.0,25.06,24.8,25.85,39.0,1367,1.0102669404517455,25.06
2025-06-20,180.0,22.62,22.05,23.3,10.0,1099,1.0102669404517455,22.62
2025-06-20,185.0,20.5,19.5,21.05,5.0,642,1.0102669404517455,20.5
2025-06-20,190.0,17.88,17.65,18.4,12.0,7779,1.0102669404517455,17.88
2025-06-20,195.0,15.75,14.8,16.7,2.0,762,1.0102669404517455,15.75
2025-06-20,200.0,14.07,14.0,15.35,55.0,6113,1.0102669404517455,14.07
2025-06-20,205.0,12.55,10.35,13.0,77.0,1250,1.0102669404517455,12.55
2025-06-20,210.0,11.3,10.85,11.35,10.0,6345,1.0102669404517455,11.3
2025-06-20,215.0,9.5,7.65,10.2,2.0,3318,1.0102669404517455,9.5
2025-06-20,220.0,9.2,8.35,9.55,4.0,6201,1.0102669404517455,9.2
2025-06-20,225.0,7.6,7.3,8.7,4.0,3039,1.0102669404517455,7.6
2025-06-20,230.0,6.8,6.4,6.65,1.0,508,1.0102669404517455,6.8
2025-06-20,235.0,5.64,5.6,6.0,1.0,658,1.0102669404517455,5.64
2025-06-20,240.0,4.85,4.9,5.3,5.0,1354,1.0102669404517455,4.85
2025-06-20,245.0,4.65,4.25,4.7,1.0,188,1.0102669404517455,4.65
2025-06-20,250.0,3.7,3.75,4.15,1.0,3573,1.0102669404517455,3.7
2025-06-20,255.0,3.7,2.4,3.8,57.0,599,1.0102669404517455,3.7
2025-06-20,260.0,3.15,1.77,4.25,7.0,1065,1.0102669404517455,3.15
2025-06-20,265.0,2.8,2.55,3.4,6.0,2921,1.0102669404517455,2.8
2025-06-20,270.0,2.4,1.81,2.63,1.0,148,1.0102669404517455,2.4
2025-06-20,280.0,1.85,1.58,2.1,10.0,701,1.0102669404517455,1.85
2025-06-20,290.0,2.4,0.98,2.61,1.0,29,1.0102669404517455,2.4
2025-06-20,300.0,1.3,0.53,2.43,2.0,584,1.0102669404517455,1.3
2025-06-20,310.0,1.1,0.56,2.36,61.0,63,1.0102669404517455,1.1
2025-06-20,320.0,1.01,0.0,3.05,1.0,1,1.0102669404517455,1.01
2025-06-20,330.0,0.97,0.01,2.9,,2,1.0102669404517455,0.97
2025-06-20,340.0,0.75,0.01,1.0,6.0,126,1.0102669404517455,0.75
2025-09-19,25.0,148.25,150.5,155.0,14.0,10,1.2594113620807665,148.25
2025-09-19,50.0,99.6,87.05,91.5,,1,1.2594113620807665,99.6
2025-09-19,75.0,104.85,104.05,108.4,10.0,10,1.2594113620807665,104.85
2025-09-19,80.0,66.0,75.0,80.0,1.0,1,1.2594113620807665,66.0
2025-09-19,85.0,92.11,94.65,98.8,2.0,3,1.2594113620807665,92.11
2025-09-19,90.0,86.88,88.55,93.45,2.0,23,1.2594113620807665,86.88
2025-09-19,95.0,79.99,83.6,88.45,2.0,251,1.2594113620807665,79.99
2025-09-19,100.0,77.61,81.9,84.2,2.0,24,1.2594113620807665,77.61
2025-09-19,105.0,75.01,77.0,81.4,2.0,13,1.2594113620807665,75.01
2025-09-19,110.0,56.85,73.65,75.35,2.0,2,1.2594113620807665,56.85
2025-09-19,115.0,66.89,69.25,71.8,1.0,17,1.2594113620807665,66.89
2025-09-19,120.0,62.8,65.0,68.35,1.0,16,1.2594113620807665,62.8
2025-09-19,125.0,58.0,60.9,63.35,3.0,14,1.2594113620807665,58.0
2025-09-19,130.0,56.77,56.95,58.95,1.0,22,1.2594113620807665,56.77
2025-09-19,135.0,47.1,48.5,52.3,1.0,9,1.2594113620807665,47.1
2025-09-19,140.0,50.2,50.05,52.35,2.0,33,1.2594113620807665,50.2
2025-09-19,145.0,46.2,46.45,48.35,2.0,73,1.2594113620807665,46.2
2025-09-19,150.0,42.93,43.0,45.35,2.0,145,1.2594113620807665,42.93
2025-09-19,155.0,40.35,39.55,41.2,5.0,89,1.2594113620807665,40.35
2025-09-19,160.0,36.34,36.5,38.05,1.0,227,1.2594113620807665,36.34
2025-09-19,165.0,35.18,32.65,35.35,1.0,178,1.2594113620807665,35.18
2025-09-19,170.0,30.86,30.25,32.15,3.0,156,1.2594113620807665,30.86
2025-09-19,175.0,28.1,28.0,29.3,1.0,178,1.2594113620807665,28.1
2025-09-19,180.0,25.66,25.05,26.3,6.0,219,1.2594113620807665,25.66
2025-09-19,185.0,23.98,23.1,24.1,3.0,61,1.2594113620807665,23.98
2025-09-19,190.0,22.47,20.5,22.9,5.0,127,1.2594113620807665,22.47
2025-09-19,195.0,19.5,18.7,20.55,1.0,43,1.2594113620807665,19.5
2025-09-19,200.0,16.55,16.6,17.85,14.0,1161,1.2594113620807665,16.55
2025-09-19,205.0,14.56,15.0,17.45,1.0,16,1.2594113620807665,14.56
2025-09-19,210.0,14.55,14.0,15.4,1.0,196,1.2594113620807665,14.55
2025-09-19,215.0,12.4,11.85,13.6,2.0,101,1.2594113620807665,12.4
2025-09-19,220.0,12.0,11.3,12.8,1.0,28,1.2594113620807665,12.0
2025-09-19,225.0,10.8,9.7,12.45,3.0,140,1.2594113620807665,10.8
2025-09-19,230.0,8.63,8.8,10.6,1.0,140,1.2594113620807665,8.63
2025-09-19,235.0,8.45,7.85,9.15,15.0,19,1.2594113620807665,8.45
2025-09-19,240.0,9.14,6.9,8.8,3.0,102,1.2594113620807665,9.14
2025-09-19,245.0,7.45,6.05,7.55,4.0,5,1.2594113620807665,7.45
2025-09-19,250.0,7.0,5.3,7.0,1.0,13,1.2594113620807665,7.0
2025-09-19,255.0,6.15,4.45,6.25,1.0,8,1.2594113620807665,6.15
2025-09-19,260.0,4.1,3.85,5.3,3.0,12,1.2594113620807665,4.1
2025-09-19,265.0,6.0,2.41,4.95,1.0,3,1.2594113620807665,6.0
2025-09-19,270.0,4.3,2.6,4.9,1.0,56,1.2594113620807665,4.3
2025-09-19,275.0,3.5,2.03,4.0,2.0,58,1.2594113620807665,3.5
2025-09-19,280.0,3.15,2.19,3.5,1.0,42,1.2594113620807665,3.15
2025-09-19,285.0,2.96,2.09,5.1,4.0,438,1.2594113620807665,2.96
2025-09-19,300.0,2.1,1.99,2.77,2.0,135,1.2594113620807665,2.1
2025-09-19,340.0,1.15,0.72,2.93,3.0,14,1.2594113620807665,1.15
2025-12-19,45.0,126.75,129.5,134.5,14.0,106,1.5085557837097878,126.75
2025-12-19,50.0,129.0,128.4,131.95,14.0,984,1.5085557837097878,129.0
2025-12-19,55.0,103.5,84.2,89.0,2.0,220,1.5085557837097878,103.5
2025-12-19,60.0,101.5,118.2,122.4,1.0,131,1.5085557837097878,101.5
2025-12-19,65.0,115.43,114.0,118.35,1.0,632,1.5085557837097878,115.43
2025-12-19,70.0,108.7,109.75,113.95,1.0,289,1.5085557837097878,108.7
2025-12-19,75.0,85.18,95.55,100.4,3.0,109,1.5085557837097878,85.18
2025-12-19,80.0,92.68,101.7,106.0,1.0,217,1.5085557837097878,92.68
2025-12-19,85.0,97.12,96.0,100.35,1.0,131,1.5085557837097878,97.12
2025-12-19,90.0,92.7,91.65,95.9,1.0,563,1.5085557837097878,92.7
2025-12-19,95.0,87.38,87.2,91.45,1.0,531,1.5085557837097878,87.38
2025-12-19,100.0,85.02,83.15,86.9,5.0,723,1.5085557837097878,85.02
2025-12-19,105.0,79.65,79.25,81.1,1.0,294,1.5085557837097878,79.65
2025-12-19,110.0,77.0,75.75,77.2,3.0,434,1.5085557837097878,77.0
2025-12-19,115.0,72.75,70.85,73.65,4.0,184,1.5085557837097878,72.75
2025-12-19,120.0,66.3,66.9,68.45,1.0,939,1.5085557837097878,66.3
2025-12-19,125.0,63.35,63.05,65.45,3.0,725,1.5085557837097878,63.35
2025-12-19,130.0,59.4,58.65,61.05,153.0,391,1.5085557837097878,59.4
2025-12-19,135.0,56.55,55.05,57.3,7.0,444,1.5085557837097878,56.55
2025-12-19,140.0,52.63,51.35,54.65,3.0,467,1.5085557837097878,52.63
2025-12-19,145.0,49.67,47.85,50.7,2.0,251,1.5085557837097878,49.67
2025-12-19,150.0,45.85,45.5,46.65,1.0,610,1.5085557837097878,45.85
2025-12-19,155.0,43.2,41.3,45.5,3.0,394,1.5085557837097878,43.2
2025-12-19,160.0,39.0,39.2,40.8,2.0,1353,1.5085557837097878,39.0
2025-12-19,165.0,38.12,35.85,37.7,1.0,4963,1.5085557837097878,38.12
2025-12-19,170.0,33.7,33.6,36.7,34.0,6362,1.5085557837097878,33.7
2025-12-19,175.0,30.95,30.85,32.5,11.0,428,1.5085557837097878,30.95
2025-12-19,180.0,28.95,28.6,31.6,4.0,2347,1.5085557837097878,28.95
2025-12-19,185.0,26.4,26.15,28.1,1.0,333,1.5085557837097878,26.4
2025-12-19,190.0,24.85,23.9,26.05,2.0,562,1.5085557837097878,24.85
2025-12-19,195.0,23.69,21.95,23.95,1.0,225,1.5085557837097878,23.69
2025-12-19,200.0,19.25,19.85,21.8,21.0,1463,1.5085557837097878,19.25
2025-12-19,205.0,18.9,18.5,20.1,3.0,230,1.5085557837097878,18.9
2025-12-19,210.0,16.5,16.6,18.05,1.0,433,1.5085557837097878,16.5
2025-12-19,215.0,15.8,15.1,18.45,40.0,293,1.5085557837097878,15.8
2025-12-19,220.0,13.6,13.75,17.0,1.0,2779,1.5085557837097878,13.6
2025-12-19,225.0,14.08,12.45,14.7,1.0,1352,1.5085557837097878,14.08
2025-12-19,230.0,12.7,11.25,12.65,1.0,234,1.5085557837097878,12.7
2025-12-19,235.0,11.09,10.25,11.55,1.0,314,1.5085557837097878,11.09
2025-12-19,240.0,9.95,9.55,11.4,10.0,465,1.5085557837097878,9.95
2025-12-19,245.0,9.32,8.6,9.9,1.0,90,1.5085557837097878,9.32
2025-12-19,250.0,8.55,7.5,9.2,6.0,404,1.5085557837097878,8.55
2025-12-19,255.0,7.4,7.2,7.95,4.0,130,1.5085557837097878,7.4
2025-12-19,260.0,7.37,6.25,7.8,1.0,527,1.5085557837097878,7.37
2025-12-19,265.0,6.1,5.65,7.2,4.0,3265,1.5085557837097878,6.1
2025-12-19,270.0,6.35,4.95,6.6,1.0,14,1.5085557837097878,6.35
2025-12-19,280.0,5.0,4.4,5.55,3.0,57,1.5085557837097878,5.0
2025-12-19,290.0,4.37,2.78,4.65,1.0,91,1.5085557837097878,4.37
2025-12-19,300.0,3.55,2.73,3.95,2.0,3916,1.5085557837097878,3.55
2025-12-19,320.0,1.95,1.62,2.64,22.0,11,1.5085557837097878,1.95
2025-12-19,330.0,2.4,1.23,2.4,2.0,0,1.5085557837097878,2.4
2025-12-19,340.0,1.89,1.12,2.31,1.0,24,1.5085557837097878,1.89
2026-01-16,45.0,130.94,132.0,136.5,1.0,431,1.5852156057494866,130.94
2026-01-16,50.0,125.0,126.2,130.3,1.0,39,1.5852156057494866,125.0
2026-01-16,55.0,119.84,121.6,125.95,20.0,31,1.5852156057494866,119.84
2026-01-16,60.0,119.71,118.55,122.9,2.0,48,1.5852156057494866,119.71
2026-01-16,65.0,99.5,109.15,113.5,1.0,27,1.5852156057494866,99.5
2026-01-16,70.0,102.0,107.5,112.0,1.0,61,1.5852156057494866,102.0
2026-01-16,75.0,106.49,105.1,109.95,5.0,51,1.5852156057494866,106.49
2026-01-16,80.0,101.25,100.55,105.45,2.0,112,1.5852156057494866,101.25
2026-01-16,85.0,98.0,96.1,100.45,2.0,76,1.5852156057494866,98.0
2026-01-16,90.0,92.0,91.8,95.95,1.0,87,1.5852156057494866,92.0
2026-01-16,95.0,87.99,87.8,91.2,2.0,262,1.5852156057494866,87.99
2026-01-16,100.0,84.66,83.5,86.95,1.0,496,1.5852156057494866,84.66
2026-01-16,105.0,80.56,79.65,81.65,1.0,52,1.5852156057494866,80.56
2026-01-16,110.0,77.95,75.45,77.25,1.0,107,1.5852156057494866,77.95
2026-01-16,115.0,74.33,70.65,74.2,1.0,74,1.5852156057494866,74.33
2026-01-16,120.0,68.91,67.35,70.25,5.0,663,1.5852156057494866,68.91
2026-01-16,125.0,65.25,63.0,65.45,9.0,374,1.5852156057494866,65.25
2026-01-16,130.0,60.0,60.0,61.55,2.0,711,1.5852156057494866,60.0
2026-01-16,135.0,56.65,55.75,58.85,7.0,3414,1.5852156057494866,56.65
2026-01-16,140.0,52.83,52.5,54.85,2.0,4127,1.5852156057494866,52.83
2026-01-16,145.0,48.25,48.7,51.8,5.0,6930,1.5852156057494866,48.25
2026-01-16,150.0,46.85,46.55,47.55,2.0,11034,1.5852156057494866,46.85
2026-01-16,155.0,44.65,43.3,45.4,10.0,2105,1.5852156057494866,44.65
2026-01-16,160.0,40.5,39.45,42.25,6.0,515,1.5852156057494866,40.5
2026-01-16,165.0,37.44,37.05,39.25,5.0,605,1.5852156057494866,37.44
2026-01-16,170.0,34.97,33.8,36.45,5.0,4362,1.5852156057494866,34.97
2026-01-16,175.0,32.79,31.8,33.05,4.0,2057,1.5852156057494866,32.79
2026-01-16,180.0,30.1,29.6,31.45,16.0,625,1.5852156057494866,30.1
2026-01-16,185.0,27.35,26.25,29.2,1.0,5353,1.5852156057494866,27.35
2026-01-16,190.0,25.61,24.4,26.85,42.0,1202,1.5852156057494866,25.61
2026-01-16,195.0,23.4,22.2,25.1,2.0,1072,1.5852156057494866,23.4
2026-01-16,200.0,21.55,21.2,22.95,55.0,1727,1.5852156057494866,21.55
2026-01-16,205.0,20.8,18.9,21.3,2.0,388,1.5852156057494866,20.8
2026-01-16,210.0,18.0,16.8,19.05,6.0,312,1.5852156057494866,18.0
2026-01-16,215.0,15.88,16.4,18.2,4.0,1109,1.5852156057494866,15.88
2026-01-16,220.0,14.9,14.8,16.45,2.0,2127,1.5852156057494866,14.9
2026-01-16,225.0,14.02,13.7,15.45,3.0,546,1.5852156057494866,14.02
2026-01-16,230.0,12.81,11.4,14.25,18.0,1131,1.5852156057494866,12.81
2026-01-16,235.0,11.62,11.3,13.15,2.0,129,1.5852156057494866,11.62
2026-01-16,240.0,10.0,10.4,11.6,1.0,3580,1.5852156057494866,10.0
2026-01-16,245.0,9.85,9.4,10.8,20.0,268,1.5852156057494866,9.85
2026-01-16,250.0,8.74,8.6,10.0,1.0,959,1.5852156057494866,8.74
2026-01-16,255.0,9.3,7.85,9.95,1.0,362,1.5852156057494866,9.3
2026-01-16,260.0,8.25,7.15,8.95,70.0,48506,1.5852156057494866,8.25
2026-01-16,265.0,7.0,6.5,9.0,10.0,1713,1.5852156057494866,7.0
2026-01-16,270.0,5.51,6.05,6.9,2.0,89,1.5852156057494866,5.51
2026-01-16,280.0,5.39,4.95,6.3,1.0,214,1.5852156057494866,5.39
2026-01-16,290.0,4.6,4.2,5.55,1.0,371,1.5852156057494866,4.6
2026-01-16,300.0,3.8,3.6,4.15,15.0,4290,1.5852156057494866,3.8
2026-01-16,310.0,3.0,2.08,4.45,2.0,14,1.5852156057494866,3.0
2026-01-16,320.0,2.98,2.07,5.0,1.0,15,1.5852156057494866,2.98
2026-01-16,330.0,2.5,1.42,2.87,3.0,11,1.5852156057494866,2.5
2026-01-16,340.0,2.19,1.58,2.43,10.0,121,1.5852156057494866,2.19
2026-06-18,50.0,129.6,128.55,132.95,14.0,15,2.004106776180698,129.6
2026-06-18,55.0,102.0,104.5,109.0,1.0,0,2.004106776180698,102.0
2026-06-18,60.0,83.72,87.0,91.5,5.0,5,2.004106776180698,83.72
2026-06-18,65.0,96.2,104.65,108.8,8.0,4,2.004106776180698,96.2
2026-06-18,70.0,85.3,92.0,96.5,1.0,1,2.004106776180698,85.3
2026-06-18,75.0,84.6,87.5,92.0,1.0,3,2.004106776180698,84.6
2026-06-18,80.0,69.6,70.5,75.0,1.0,1,2.004106776180698,69.6
2026-06-18,85.0,79.56,87.85,92.45,10.0,10,2.004106776180698,79.56
2026-06-18,90.0,95.72,93.55,97.95,2.0,251,2.004106776180698,95.72
2026-06-18,95.0,88.14,88.05,92.5,1.0,1,2.004106776180698,88.14
2026-06-18,100.0,87.4,85.7,88.6,10.0,53,2.004106776180698,87.4
2026-06-18,105.0,46.0,63.95,66.2,2.0,1,2.004106776180698,46.0
2026-06-18,110.0,79.7,77.55,80.8,1.0,34,2.004106776180698,79.7
2026-06-18,115.0,74.43,73.6,76.95,1.0,24,2.004106776180698,74.43
2026-06-18,120.0,73.4,69.7,73.25,1.0,5,2.004106776180698,73.4
2026-06-18,125.0,69.93,66.55,69.9,1.0,13,2.004106776180698,69.93
2026-06-18,130.0,64.0,62.65,66.25,2.0,65,2.004106776180698,64.0
2026-06-18,135.0,56.25,58.0,62.5,1.0,74,2.004106776180698,56.25
2026-06-18,140.0,56.85,56.15,59.2,64.0,293,2.004106776180698,56.85
2026-06-18,145.0,53.39,52.9,56.0,1.0,245,2.004106776180698,53.39
2026-06-18,150.0,54.49,49.85,52.95,1.0,1452,2.004106776180698,54.49
2026-06-18,155.0,48.0,46.7,50.1,2.0,33,2.004106776180698,48.0
2026-06-18,160.0,43.55,43.9,48.0,2.0,567,2.004106776180698,43.55
2026-06-18,165.0,42.26,40.9,44.45,3.0,40,2.004106776180698,42.26
2026-06-18,170.0,39.3,38.9,41.6,2.0,191,2.004106776180698,39.3
2026-06-18,175.0,36.42,35.05,38.45,2.0,72,2.004106776180698,36.42
2026-06-18,180.0,34.1,33.35,36.15,2.0,113,2.004106776180698,34.1
2026-06-18,185.0,32.29,32.35,33.85,1.0,235,2.004106776180698,32.29
2026-06-18,190.0,30.03,29.35,32.2,64.0,180,2.004106776180698,30.03
2026-06-18,195.0,28.1,26.85,30.05,5.0,24,2.004106776180698,28.1
2026-06-18,200.0,26.5,25.2,27.85,5.0,145,2.004106776180698,26.5
2026-06-18,205.0,22.5,23.1,25.8,1.0,48,2.004106776180698,22.5
2026-06-18,210.0,23.4,21.5,24.95,1.0,43,2.004106776180698,23.4
2026-06-18,215.0,21.48,19.8,22.35,5.0,14,2.004106776180698,21.48
2026-06-18,220.0,17.1,18.35,20.8,50.0,59,2.004106776180698,17.1
2026-06-18,225.0,18.25,17.0,19.45,2.0,41,2.004106776180698,18.25
2026-06-18,230.0,16.0,15.55,18.25,1.0,2,2.004106776180698,16.0
2026-06-18,235.0,15.8,15.35,16.65,1.0,16,2.004106776180698,15.8
2026-06-18,240.0,15.01,13.4,15.65,1.0,65,2.004106776180698,15.01
2026-06-18,245.0,14.55,12.25,14.85,1.0,6,2.004106776180698,14.55
2026-06-18,250.0,12.23,11.4,13.7,1.0,34,2.004106776180698,12.23
2026-06-18,255.0,12.0,11.55,12.85,3.0,15,2.004106776180698,12.0
2026-06-18,260.0,10.79,9.65,11.85,2.0,23,2.004106776180698,10.79
2026-06-18,265.0,9.55,8.95,11.1,1.0,192,2.004106776180698,9.55
2026-06-18,270.0,10.05,8.15,10.5,1.0,45,2.004106776180698,10.05
2026-06-18,280.0,8.87,6.95,9.3,2.0,33,2.004106776180698,8.87
2026-06-18,290.0,7.28,5.9,8.25,2.0,21,2.004106776180698,7.28
2026-06-18,300.0,6.5,4.95,7.1,1.0,964,2.004106776180698,6.5
2026-06-18,310.0,4.75,4.4,6.65,,5,2.004106776180698,4.75
2026-06-18,320.0,4.75,2.85,6.15,,20,2.004106776180698,4.75
2026-06-18,330.0,4.3,2.28,5.0,1.0,2,2.004106776180698,4.3
2026-06-18,340.0,3.75,3.15,3.9,17.0,74,2.004106776180698,3.75
2026-12-18,50.0,129.0,129.0,133.95,1.0,59,2.5051334702258727,129.0
2026-12-18,55.0,127.67,125.0,129.45,9.0,47,2.5051334702258727,127.67
2026-12-18,60.0,124.51,120.5,124.95,2.0,12,2.5051334702258727,124.51
2026-12-18,65.0,119.0,116.5,120.5,2.0,6,2.5051334702258727,119.0
2026-12-18,70.0,113.8,112.0,116.45,2.0,91,2.5051334702258727,113.8
2026-12-18,75.0,106.0,108.0,112.35,35.0,109,2.5051334702258727,106.0
2026-12-18,80.0,101.5,103.55,107.95,2.0,21,2.5051334702258727,101.5
2026-12-18,85.0,66.5,63.5,68.5,5.0,15,2.5051334702258727,66.5
2026-12-18,90.0,99.7,95.5,99.95,1.0,19,2.5051334702258727,99.7
2026-12-18,95.0,90.17,90.7,94.0,1.0,23,2.5051334702258727,90.17
2026-12-18,100.0,89.8,88.0,91.1,2.0,492,2.5051334702258727,89.8
2026-12-18,105.0,85.3,84.0,87.3,1.0,384,2.5051334702258727,85.3
2026-12-18,110.0,83.47,80.5,83.6,10.0,136,2.5051334702258727,83.47
2026-12-18,115.0,77.75,76.55,80.6,2.0,107,2.5051334702258727,77.75
2026-12-18,120.0,73.42,73.2,77.0,1.0,158,2.5051334702258727,73.42
2026-12-18,125.0,72.8,69.7,73.7,1.0,118,2.5051334702258727,72.8
2026-12-18,130.0,67.83,66.25,69.95,1.0,530,2.5051334702258727,67.83
2026-12-18,135.0,65.6,63.1,67.5,2.0,356,2.5051334702258727,65.6
2026-12-18,140.0,60.15,59.5,63.3,4.0,692,2.5051334702258727,60.15
2026-12-18,145.0,58.29,56.85,60.75,1.0,534,2.5051334702258727,58.29
2026-12-18,150.0,55.75,53.9,58.4,7.0,574,2.5051334702258727,55.75
2026-12-18,155.0,52.07,51.05,55.05,2.0,271,2.5051334702258727,52.07
2026-12-18,160.0,48.6,48.25,52.2,3.0,530,2.5051334702258727,48.6
2026-12-18,165.0,46.5,45.7,49.45,5.0,365,2.5051334702258727,46.5
2026-12-18,170.0,44.37,43.15,45.0,2.0,1066,2.5051334702258727,44.37
2026-12-18,175.0,41.64,41.0,43.4,5.0,631,2.5051334702258727,41.64
2026-12-18,180.0,39.4,38.45,41.6,5.0,212,2.5051334702258727,39.4
2026-12-18,185.0,38.63,35.7,39.5,7.0,94,2.5051334702258727,38.63
2026-12-18,190.0,34.4,35.0,36.65,1.0,138,2.5051334702258727,34.4
2026-12-18,195.0,33.7,32.0,35.55,8.0,89,2.5051334702258727,33.7
2026-12-18,200.0,31.55,30.2,33.0,4.0,947,2.5051334702258727,31.55
2026-12-18,205.0,29.46,28.4,32.2,2.0,144,2.5051334702258727,29.46
2026-12-18,210.0,27.55,26.3,29.15,36.0,427,2.5051334702258727,27.55
2026-12-18,215.0,26.0,25.0,27.9,1.0,122,2.5051334702258727,26.0
2026-12-18,220.0,24.5,23.4,25.75,1.0,95,2.5051334702258727,24.5
2026-12-18,225.0,22.5,21.9,23.8,44.0,243,2.5051334702258727,22.5
2026-12-18,230.0,21.4,20.55,23.55,2.0,108,2.5051334702258727,21.4
2026-12-18,235.0,20.4,18.95,21.85,2.0,21,2.5051334702258727,20.4
2026-12-18,240.0,19.25,17.75,20.55,1.0,143,2.5051334702258727,19.25
2026-12-18,245.0,18.65,16.85,19.15,1.0,160,2.5051334702258727,18.65
2026-12-18,250.0,17.1,15.85,18.95,6.0,336,2.5051334702258727,17.1
2026-12-18,255.0,16.07,14.8,17.0,10.0,149,2.5051334702258727,16.07
2026-12-18,260.0,14.0,13.8,16.05,2.0,28,2.5051334702258727,14.0
2026-12-18,265.0,15.1,12.95,15.15,25.0,55,2.5051334702258727,15.1
2026-12-18,270.0,14.1,12.15,14.25,25.0,79,2.5051334702258727,14.1
2026-12-18,280.0,11.5,10.65,12.6,2.0,76,2.5051334702258727,11.5
2026-12-18,290.0,9.9,9.1,11.25,3.0,139,2.5051334702258727,9.9
2026-12-18,300.0,9.4,9.0,10.7,105.0,8628,2.5051334702258727,9.4
2026-12-18,310.0,8.7,6.95,9.35,,3,2.5051334702258727,8.7
2026-12-18,320.0,6.48,6.15,8.4,10.0,34,2.5051334702258727,6.48
2026-12-18,330.0,7.2,4.95,7.3,2.0,18,2.5051334702258727,7.2
2026-12-18,340.0,5.95,5.6,6.6,6.0,229,2.5051334702258727,5.95
